attendance_id,employee_id,month,working_days,present_days,leave_days,absent_days,late_days,expected_working_hours,actual_working_hours,overtime_hours,attendance_percentage
927,1083,2025-10,23,22,1,0,1,184,175,0,95.65
928,1083,2025-11,20,19,0,1,2,160,150,0,95.0
929,1083,2025-12,23,23,0,0,1,184,192,8,100.0
930,1084,2025-01,23,20,1,2,1,184,158,0,86.96
931,1084,2025-02,20,19,1,0,2,160,154,3,95.0
932,1084,2025-03,21,18,0,3,3,168,146,2,85.71
933,1084,2025-04,22,19,0,3,3,176,149,0,86.36
934,1084,2025-05,22,15,4,3,5,176,133,12,68.18
935,1084,2025-06,21,20,0,1,2,168,156,0,95.24
936,1084,2025-07,23,22,0,1,1,184,181,3,95.65
937,1084,2025-08,21,20,1,0,2,168,158,0,95.24
938,1084,2025-09,22,19,0,3,3,176,153,0,86.36
939,1084,2025-10,23,20,1,2,3,184,159,0,86.96
940,1084,2025-11,20,16,2,2,2,160,126,0,80.0
941,1084,2025-12,23,23,0,0,2,184,184,0,100.0
942,1085,2025-01,23,23,0,0,2,184,184,0,100.0
943,1085,2025-02,20,19,0,1,0,160,149,0,95.0
944,1085,2025-03,21,20,1,0,2,168,160,0,95.24
945,1085,2025-04,22,21,0,1,0,176,164,0,95.45
946,1085,2025-05,22,19,2,1,1,176,148,0,86.36
947,1085,2025-06,21,18,1,2,3,168,146,0,85.71
948,1085,2025-07,23,22,0,1,0,184,172,0,95.65
949,1085,2025-08,21,20,0,1,1,168,159,3,95.24
950,1085,2025-09,22,20,1,1,1,176,161,3,90.91
951,1085,2025-10,23,22,0,1,1,184,175,0,95.65
952,1085,2025-11,20,17,1,2,2,160,137,0,85.0
953,1085,2025-12,23,23,0,0,2,184,184,0,100.0
954,1086,2025-01,23,22,1,0,0,184,184,6,95.65
955,1086,2025-02,20,20,0,0,0,160,158,0,100.0
956,1086,2025-03,21,14,2,5,2,168,110,0,66.67
957,1086,2025-04,22,21,1,0,1,176,165,0,95.45
958,1086,2025-05,22,21,1,0,1,176,173,4,95.45
959,1086,2025-06,21,20,1,0,1,168,159,0,95.24
960,1086,2025-07,23,17,1,5,3,184,147,12,73.91
961,1086,2025-08,21,20,1,0,2,168,168,10,95.24
962,1086,2025-09,22,17,1,4,5,176,134,0,77.27
963,1086,2025-10,23,22,0,1,0,184,181,4,95.65
964,1086,2025-11,20,17,0,3,1,160,132,0,85.0
965,1086,2025-12,23,17,2,4,3,184,138,0,73.91
966,1087,2025-01,23,23,0,0,1,184,185,0,100.0
967,1087,2025-02,20,16,1,3,4,160,128,1,80.0
968,1087,2025-03,21,18,2,1,2,168,142,0,85.71
969,1087,2025-04,22,19,3,0,3,176,148,0,86.36
970,1087,2025-05,22,21,1,0,1,176,166,0,95.45
971,1087,2025-06,21,20,1,0,0,168,160,0,95.24
972,1087,2025-07,23,19,0,4,3,184,151,0,82.61
973,1087,2025-08,21,19,2,0,2,168,150,2,90.48
974,1087,2025-09,22,22,0,0,2,176,178,0,100.0
975,1087,2025-10,23,19,1,3,4,184,153,0,82.61
976,1087,2025-11,20,16,3,1,2,160,125,0,80.0
977,1087,2025-12,23,23,0,0,0,184,184,0,100.0
978,1088,2025-01,23,20,2,1,3,184,157,0,86.96
979,1088,2025-02,20,18,0,2,1,160,145,0,90.0
980,1088,2025-03,21,19,0,2,1,168,152,0,90.48
981,1088,2025-04,22,22,0,0,0,176,178,0,100.0
982,1088,2025-05,22,18,1,3,4,176,146,0,81.82
983,1088,2025-06,21,16,1,4,4,168,126,2,76.19
984,1088,2025-07,23,22,1,0,1,184,178,0,95.65
985,1088,2025-08,21,20,0,1,0,168,164,7,95.24
986,1088,2025-09,22,21,1,0,2,176,167,0,95.45
987,1088,2025-10,23,23,0,0,0,184,182,0,100.0
988,1088,2025-11,20,20,0,0,1,160,160,1,100.0
989,1088,2025-12,23,21,1,1,2,184,170,4,91.3
990,1089,2025-01,23,23,0,0,1,184,192,9,100.0
991,1089,2025-02,20,20,0,0,1,160,158,0,100.0
992,1089,2025-03,21,20,1,0,0,168,162,0,95.24
993,1089,2025-04,22,21,0,1,0,176,167,0,95.45
994,1089,2025-05,22,21,1,0,1,176,165,0,95.45
995,1089,2025-06,21,21,0,0,2,168,169,0,100.0
996,1089,2025-07,23,20,3,0,1,184,160,0,86.96
997,1089,2025-08,21,20,1,0,1,168,160,3,95.24
998,1089,2025-09,22,21,0,1,0,176,167,3,95.45
999,1089,2025-10,23,21,0,2,2,184,164,0,91.3
1000,1089,2025-11,20,19,1,0,1,160,150,0,95.0
1001,1089,2025-12,23,18,0,5,5,184,144,0,78.26
1002,1090,2025-01,23,21,0,2,2,184,169,0,91.3
1003,1090,2025-02,20,16,1,3,2,160,136,7,80.0
1004,1090,2025-03,21,19,1,1,2,168,152,0,90.48
1005,1090,2025-04,22,22,0,0,0,176,177,4,100.0
1006,1090,2025-05,22,22,0,0,2,176,172,0,100.0
1007,1090,2025-06,21,14,2,5,2,168,109,1,66.67
1008,1090,2025-07,23,18,5,0,2,184,157,12,78.26
1009,1090,2025-08,21,20,1,0,1,168,166,4,95.24
1010,1090,2025-09,22,21,0,1,0,176,171,1,95.45
1011,1090,2025-10,23,22,1,0,0,184,177,5,95.65
1012,1090,2025-11,20,20,0,0,0,160,156,0,100.0
1013,1090,2025-12,23,23,0,0,1,184,182,0,100.0
1014,1091,2025-07,23,22,1,0,0,184,176,1,95.65
1015,1091,2025-08,21,20,1,0,2,168,161,2,95.24
1016,1091,2025-09,22,19,1,2,3,176,155,1,86.36
1017,1091,2025-10,23,22,1,0,2,184,178,0,95.65
1018,1091,2025-11,20,19,1,0,0,160,150,0,95.0
1019,1091,2025-12,23,19,0,4,5,184,157,4,82.61
1020,1092,2025-01,23,22,0,1,1,184,172,0,95.65
1021,1092,2025-02,20,19,0,1,1,160,155,6,95.0
1022,1092,2025-03,21,20,0,1,1,168,158,0,95.24
1023,1092,2025-04,22,17,1,4,4,176,132,0,77.27
1024,1092,2025-05,22,22,0,0,2,176,181,7,100.0
1025,1092,2025-06,21,20,0,1,2,168,158,0,95.24
1026,1092,2025-07,23,22,0,1,1,184,172,0,95.65
1027,1092,2025-08,21,20,1,0,2,168,156,0,95.24
1028,1092,2025-09,22,16,3,3,2,176,133,5,72.73
1029,1092,2025-10,23,23,0,0,1,184,182,0,100.0
1030,1092,2025-11,20,19,0,1,2,160,152,0,95.0
1031,1092,2025-12,23,21,2,0,2,184,172,3,91.3
1032,1093,2025-01,23,17,4,2,3,184,136,0,73.91
1033,1093,2025-02,20,17,3,0,2,160,138,2,85.0
1034,1093,2025-03,21,21,0,0,1,168,165,0,100.0
1035,1093,2025-04,22,22,0,0,0,176,172,0,100.0
1036,1093,2025-05,22,22,0,0,1,176,175,0,100.0
1037,1093,2025-06,21,20,1,0,0,168,169,10,95.24
1038,1093,2025-07,23,21,1,1,3,184,166,0,91.3
1039,1093,2025-08,21,17,2,2,2,168,134,0,80.95
1040,1093,2025-09,22,21,0,1,1,176,174,10,95.45
1041,1093,2025-10,23,22,1,0,1,184,178,0,95.65
1042,1093,2025-11,20,19,1,0,0,160,153,4,95.0
1043,1093,2025-12,23,22,0,1,0,184,177,0,95.65
1044,1094,2025-01,23,22,0,1,2,184,184,8,95.65
1045,1094,2025-02,20,19,1,0,2,160,154,0,95.0
1046,1094,2025-03,21,18,1,2,1,168,145,0,85.71
1047,1094,2025-04,22,22,0,0,2,176,178,0,100.0
1048,1094,2025-05,22,19,2,1,1,176,150,0,86.36
1049,1094,2025-06,21,18,0,3,1,168,146,0,85.71
1050,1094,2025-07,23,21,0,2,2,184,166,1,91.3
1051,1094,2025-08,21,20,1,0,1,168,161,0,95.24
1052,1094,2025-09,22,21,1,0,1,176,166,0,95.45
1053,1094,2025-10,23,18,2,3,2,184,140,0,78.26
1054,1094,2025-11,20,19,1,0,1,160,152,0,95.0
1055,1094,2025-12,23,23,0,0,2,184,186,3,100.0
1056,1095,2025-01,23,22,1,0,0,184,182,7,95.65
1057,1095,2025-02,20,20,0,0,2,160,167,8,100.0
1058,1095,2025-03,21,21,0,0,1,168,164,0,100.0
1059,1095,2025-04,22,21,0,1,2,176,165,0,95.45
1060,1095,2025-05,22,18,1,3,2,176,143,2,81.82
1061,1095,2025-06,21,21,0,0,1,168,168,0,100.0
1062,1095,2025-07,23,23,0,0,1,184,198,12,100.0
1063,1095,2025-08,21,20,0,1,0,168,163,1,95.24
1064,1095,2025-09,22,21,0,1,1,176,172,3,95.45
1065,1095,2025-10,23,22,0,1,0,184,178,0,95.65
1066,1095,2025-11,20,20,0,0,0,160,170,12,100.0
1067,1095,2025-12,23,21,2,0,2,184,170,0,91.3
1068,1096,2025-01,23,21,0,2,3,184,168,0,91.3
1069,1096,2025-02,20,19,1,0,0,160,154,0,95.0
1070,1096,2025-03,21,19,0,2,1,168,149,0,90.48
1071,1096,2025-04,22,22,0,0,1,176,180,2,100.0
1072,1096,2025-05,22,21,0,1,2,176,170,0,95.45
1073,1096,2025-06,21,21,0,0,1,168,171,4,100.0
1074,1096,2025-07,23,23,0,0,0,184,189,9,100.0
1075,1096,2025-08,21,20,0,1,2,168,160,0,95.24
1076,1096,2025-09,22,19,0,3,3,176,154,2,86.36
1077,1096,2025-10,23,20,1,2,2,184,159,0,86.96
1078,1096,2025-11,20,20,0,0,1,160,157,1,100.0
1079,1096,2025-12,23,23,0,0,1,184,180,0,100.0
1080,1097,2025-01,23,22,1,0,0,184,177,0,95.65
1081,1097,2025-02,20,19,1,0,1,160,151,0,95.0
1082,1097,2025-03,21,21,0,0,1,168,166,0,100.0
1083,1097,2025-04,22,21,0,1,0,176,169,0,95.45
1084,1097,2025-05,22,20,1,1,1,176,160,0,90.91
1085,1097,2025-06,21,21,0,0,1,168,170,0,100.0
1086,1097,2025-07,23,23,0,0,2,184,185,3,100.0
1087,1097,2025-08,21,20,0,1,2,168,159,0,95.24
1088,1097,2025-09,22,22,0,0,2,176,180,2,100.0
1089,1097,2025-10,23,18,2,3,3,184,146,0,78.26
1090,1097,2025-11,20,20,0,0,2,160,161,0,100.0
1091,1097,2025-12,23,21,1,1,3,184,172,6,91.3
1092,1098,2025-01,23,23,0,0,2,184,181,0,100.0
1093,1098,2025-02,20,19,0,1,1,160,152,1,95.0
1094,1098,2025-03,21,20,0,1,0,168,159,0,95.24
1095,1098,2025-04,22,21,1,0,2,176,165,0,95.45
1096,1098,2025-05,22,20,1,1,3,176,161,0,90.91
1097,1098,2025-06,21,20,0,1,2,168,159,0,95.24
1098,1098,2025-07,23,22,1,0,1,184,174,0,95.65
1099,1098,2025-08,21,20,0,1,1,168,161,2,95.24
1100,1098,2025-09,22,16,0,6,5,176,130,0,72.73
1101,1098,2025-10,23,22,1,0,0,184,177,0,95.65
1102,1098,2025-11,20,15,5,0,5,160,121,0,75.0
1103,1098,2025-12,23,22,0,1,2,184,182,4,95.65
1104,1099,2025-03,21,20,1,0,2,168,162,0,95.24
1105,1099,2025-04,22,22,0,0,2,176,176,0,100.0
1106,1099,2025-05,22,17,4,1,4,176,137,2,77.27
1107,1099,2025-06,21,16,5,0,4,168,128,0,76.19
1108,1099,2025-07,23,22,0,1,0,184,178,4,95.65
1109,1099,2025-08,21,17,0,4,2,168,135,0,80.95
1110,1099,2025-09,22,21,1,0,1,176,168,0,95.45
1111,1099,2025-10,23,20,1,2,1,184,161,0,86.96
1112,1099,2025-11,20,20,0,0,0,160,165,4,100.0
1113,1099,2025-12,23,23,0,0,1,184,183,1,100.0
1114,1100,2025-01,23,22,1,0,2,184,172,0,95.65
1115,1100,2025-02,20,17,0,3,1,160,134,0,85.0
1116,1100,2025-03,21,20,1,0,1,168,160,0,95.24
1117,1100,2025-04,22,21,0,1,1,176,170,0,95.45
1118,1100,2025-05,22,21,0,1,1,176,170,0,95.45
1119,1100,2025-06,21,21,0,0,0,168,169,0,100.0
1120,1100,2025-07,23,22,0,1,2,184,179,4,95.65
1121,1100,2025-08,21,21,0,0,0,168,168,0,100.0
1122,1100,2025-09,22,21,1,0,0,176,167,0,95.45
1123,1100,2025-10,23,22,1,0,2,184,175,1,95.65
1124,1100,2025-11,20,20,0,0,1,160,161,2,100.0
1125,1100,2025-12,23,20,1,2,3,184,162,0,86.96
